,_id,Team,Final,Season,Week
312,5f993e4c2aa4ba0deeabcb4f,Detroit (4-4),13,2016,8
313,5f993e4c2aa4ba0deeabcb50,Houston (5-3),20,2016,8
314,5f993e4c2aa4ba0deeabcb51,NY Jets (3-5),31,2016,8
315,5f993e4c2aa4ba0deeabcb52,Cleveland (0-8),28,2016,8
316,5f993e4c2aa4ba0deeabcb53,New England (7-1),41,2016,8
317,5f993e4c2aa4ba0deeabcb54,Buffalo (4-4),25,2016,8
318,5f993e4c2aa4ba0deeabcb55,Arizona (3-4-1),20,2016,8
319,5f993e4c2aa4ba0deeabcb56,Carolina (2-5),30,2016,8
320,5f993e4c2aa4ba0deeabcb57,San Diego (3-5),19,2016,8
321,5f993e4c2aa4ba0deeabcb58,Denver (6-2),27,2016,8
322,5f993e4c2aa4ba0deeabcb59,Green Bay (4-3),32,2016,8
323,5f993e4c2aa4ba0deeabcb5a,Atlanta (5-3),33,2016,8
324,5f993e4c2aa4ba0deeabcb5b,Philadelphia (4-3),23,2016,8
325,5f993e4c2aa4ba0deeabcb5c,Dallas (6-1),29,2016,8
326,5f993e4c2aa4ba0deeabcb5d,Minnesota (5-2),10,2016,8
327,5f993e4c2aa4ba0deeabcb5e,Chicago (2-6),20,2016,8
328,5f993e4c2aa4ba0deeabcb60,Atlanta (6-3),43,2016,9
329,5f993e4c2aa4ba0deeabcb61,Tampa Bay (3-5),28,2016,9
330,5f993e4c2aa4ba0deeabcb62,Detroit (5-4),22,2016,9
331,5f993e4c2aa4ba0deeabcb63,Minnesota (5-3),16,2016,9
332,5f993e4c2aa4ba0deeabcb64,Philadelphia (4-4),23,2016,9
333,5f993e4c2aa4ba0deeabcb65,NY Giants (5-3),28,2016,9
334,5f993e4c2aa4ba0deeabcb66,NY Jets (3-6),23,2016,9
335,5f993e4c2aa4ba0deeabcb67,Miami (4-4),27,2016,9
336,5f993e4c2aa4ba0deeabcb68,Jacksonville (2-6),14,2016,9
337,5f993e4c2aa4ba0deeabcb69,Kansas City (6-2),19,2016,9
338,5f993e4c2aa4ba0deeabcb6a,Dallas (7-1),35,2016,9
339,5f993e4c2aa4ba0deeabcb6b,Cleveland (0-9),10,2016,9
340,5f993e4c2aa4ba0deeabcb6c,Pittsburgh (4-4),14,2016,9
341,5f993e4c2aa4ba0deeabcb6d,Baltimore (4-4),21,2016,9
342,5f993e4c2aa4ba0deeabcb6e,New Orleans (4-4),41,2016,9
343,5f993e4c2aa4ba0deeabcb6f,San Francisco (1-7),23,2016,9
344,5f993e4c2aa4ba0deeabcb70,Carolina (3-5),13,2016,9
345,5f993e4c2aa4ba0deeabcb71,Los Angeles (3-5),10,2016,9
346,5f993e4c2aa4ba0deeabcb72,Indianapolis (4-5),31,2016,9
347,5f993e4c2aa4ba0deeabcb73,Green Bay (4-4),26,2016,9
348,5f993e4c2aa4ba0deeabcb74,Tennessee (4-5),35,2016,9
349,5f993e4c2aa4ba0deeabcb75,San Diego (4-5),43,2016,9
350,5f993e4c2aa4ba0deeabcb76,Denver (6-3),20,2016,9
351,5f993e4c2aa4ba0deeabcb77,Oakland (7-2),30,2016,9
352,5f993e4c2aa4ba0deeabcb78,Buffalo (4-5),25,2016,9
353,5f993e4c2aa4ba0deeabcb79,Seattle (5-2-1),31,2016,9
354,5f993e4d2aa4ba0deeabcb7b,Cleveland (0-10),7,2016,10
355,5f993e4d2aa4ba0deeabcb7c,Baltimore (5-4),28,2016,10
356,5f993e4d2aa4ba0deeabcb7d,Houston (6-3),24,2016,10
357,5f993e4d2aa4ba0deeabcb7e,Jacksonville (2-7),21,2016,10
358,5f993e4d2aa4ba0deeabcb7f,Denver (7-3),25,2016,10
359,5f993e4d2aa4ba0deeabcb80,New Orleans (4-5),23,2016,10
360,5f993e4d2aa4ba0deeabcb81,Los Angeles (4-5),9,2016,10
361,5f993e4d2aa4ba0deeabcb82,NY Jets (3-7),6,2016,10
