,index_x,Season_x,Week_x,Include_x,Team 1_x,Team 2_x,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2,index_y,Season_y,Week_y,Include_y,Team 1_y,Team 2_y,Team 1 Final,Team 2 Final,Total Final
1022,2070,2016,9,True,Denver,Oakland,0.0,44.5,No Favorite,0.0,44.5,No Favorite,55%,45%,68%,32%,42%,58%,20169DenverOakland,20169OaklandDenver,350,2016,9,True,Denver,Oakland,20.0,30.0,50.0
1023,2072,2016,9,True,Buffalo,Seattle,-5.5,44.0,Team 2,-6.0,43.5,Team 2,40%,60%,43%,57%,42%,58%,20169BuffaloSeattle,20169SeattleBuffalo,352,2016,9,True,Buffalo,Seattle,25.0,31.0,56.0
1024,2074,2016,10,True,Cleveland,Baltimore,-8.0,44.0,Team 2,-7.5,44.0,Team 2,41%,59%,61%,39%,56%,44%,201610ClevelandBaltimore,201610BaltimoreCleveland,354,2016,10,True,Cleveland,Baltimore,7.0,28.0,35.0
1025,2076,2016,10,True,Houston,Jacksonville,,,Team 1,-3.0,42.5,Team 2,52%,48%,72%,28%,57%,43%,201610HoustonJacksonville,201610JacksonvilleHouston,356,2016,10,True,Houston,Jacksonville,24.0,21.0,45.0
1026,2078,2016,10,True,KansasCity,Carolina,-2.5,44.0,Team 2,-3.0,44.0,Team 2,27%,73%,40%,60%,53%,47%,201610KansasCityCarolina,201610CarolinaKansasCity,364,2016,10,True,KansasCity,Carolina,20.0,17.0,37.0
1027,2080,2016,10,True,Denver,NewOrleans,,,Team 1,-3.0,50.0,Team 2,41%,59%,68%,32%,58%,42%,201610DenverNewOrleans,201610NewOrleansDenver,358,2016,10,True,Denver,NewOrleans,25.0,23.0,48.0
1028,2082,2016,10,True,LosAngeles,NYJets,,,Team 1,-1.0,38.5,Team 1,52%,48%,33%,67%,46%,54%,201610LosAngelesNYJets,201610NYJetsLosAngeles,360,2016,10,True,LosAngeles,NYJets,9.0,6.0,15.0
1029,2084,2016,10,True,Atlanta,Philadelphia,,,Team 1,-1.5,49.0,Team 2,72%,28%,85%,15%,64%,36%,201610AtlantaPhiladelphia,201610PhiladelphiaAtlanta,362,2016,10,True,Atlanta,Philadelphia,15.0,24.0,39.0
1030,2086,2016,10,True,Minnesota,Washington,,,Team 1,-2.5,42.0,Team 2,36%,64%,61%,39%,58%,42%,201610MinnesotaWashington,201610WashingtonMinnesota,368,2016,10,True,Minnesota,Washington,20.0,26.0,46.0
1031,2088,2016,10,True,GreenBay,Tennessee,,,Team 1,-3.0,49.0,Team 1,81%,19%,82%,18%,81%,19%,201610GreenBayTennessee,201610TennesseeGreenBay,370,2016,10,True,GreenBay,Tennessee,25.0,47.0,72.0
1032,2090,2016,10,True,Chicago,TampaBay,,,Team 1,-2.5,45.0,Team 1,53%,47%,79%,21%,30%,70%,201610ChicagoTampaBay,201610TampaBayChicago,366,2016,10,True,Chicago,TampaBay,10.0,36.0,46.0
1033,2092,2016,10,True,Miami,SanDiego,-3.5,48.0,Team 2,-4.5,49.0,Team 2,26%,74%,86%,14%,23%,77%,201610MiamiSanDiego,201610SanDiegoMiami,372,2016,10,True,Miami,SanDiego,31.0,24.0,55.0
1034,2094,2016,10,True,SanFrancisco,Arizona,-11.5,48.0,Team 2,-14.0,47.0,Team 2,38%,62%,57%,43%,82%,18%,201610SanFranciscoArizona,201610ArizonaSanFrancisco,374,2016,10,True,SanFrancisco,Arizona,20.0,23.0,43.0
1035,2096,2016,10,True,Dallas,Pittsburgh,,,Team 1,-3.0,51.0,Team 2,50%,50%,73%,27%,69%,31%,201610DallasPittsburgh,201610PittsburghDallas,376,2016,10,True,Dallas,Pittsburgh,35.0,30.0,65.0
1036,2098,2016,10,True,Seattle,NewEngland,,,Team 1,-7.5,49.5,Team 2,35%,65%,59%,41%,56%,44%,201610SeattleNewEngland,201610NewEnglandSeattle,378,2016,10,True,Seattle,NewEngland,31.0,24.0,55.0
1037,2100,2016,10,True,Cincinnati,NYGiants,-2.0,46.0,Team 2,0.0,49.5,No Favorite,35%,65%,68%,32%,44%,56%,201610CincinnatiNYGiants,201610NYGiantsCincinnati,380,2016,10,True,Cincinnati,NYGiants,20.0,21.0,41.0
1038,2102,2016,11,True,NewOrleans,Carolina,,,Team 1,-3.5,53.0,Team 2,53%,47%,75%,25%,59%,41%,201611NewOrleansCarolina,201611CarolinaNewOrleans,382,2016,11,True,NewOrleans,Carolina,20.0,23.0,43.0
1039,2104,2016,11,True,Tennessee,Indianapolis,,,Team 1,-3.0,54.0,Team 2,60%,40%,79%,21%,67%,33%,201611TennesseeIndianapolis,201611IndianapolisTennessee,390,2016,11,True,Tennessee,Indianapolis,17.0,24.0,41.0
1040,2106,2016,11,True,Jacksonville,Detroit,,,Team 1,-5.5,47.0,Team 2,37%,63%,81%,19%,31%,69%,201611JacksonvilleDetroit,201611DetroitJacksonville,388,2016,11,True,Jacksonville,Detroit,19.0,26.0,45.0
1041,2108,2016,11,True,TampaBay,KansasCity,,,Team 1,-7.0,45.0,Team 2,46%,54%,52%,48%,43%,57%,201611TampaBayKansasCity,201611KansasCityTampaBay,394,2016,11,True,TampaBay,KansasCity,19.0,17.0,36.0
1042,2110,2016,11,True,Chicago,NYGiants,,,Team 1,-7.0,41.5,Team 2,23%,77%,55%,45%,40%,60%,201611ChicagoNYGiants,201611NYGiantsChicago,396,2016,11,True,Chicago,NYGiants,16.0,22.0,38.0
1043,2112,2016,11,True,Arizona,Minnesota,,,Team 1,-2.0,40.0,Team 2,54%,46%,38%,62%,64%,36%,201611ArizonaMinnesota,201611MinnesotaArizona,398,2016,11,True,Arizona,Minnesota,24.0,30.0,54.0
1044,2114,2016,11,True,Buffalo,Cincinnati,-4.0,45.5,Team 2,-2.5,48.0,Team 2,53%,47%,63%,37%,68%,32%,201611BuffaloCincinnati,201611CincinnatiBuffalo,392,2016,11,True,Buffalo,Cincinnati,16.0,12.0,28.0
1045,2116,2016,11,True,Baltimore,Dallas,,,Team 1,-7.0,44.5,Team 2,49%,51%,72%,28%,72%,28%,201611BaltimoreDallas,201611DallasBaltimore,386,2016,11,True,Baltimore,Dallas,17.0,27.0,44.0
1046,2118,2016,11,True,Pittsburgh,Cleveland,,,Team 1,-9.0,45.5,Team 1,73%,27%,42%,58%,77%,23%,201611PittsburghCleveland,201611ClevelandPittsburgh,384,2016,11,True,Pittsburgh,Cleveland,24.0,9.0,33.0
1047,2120,2016,11,True,Miami,LosAngeles,0.0,41.0,No Favorite,-1.0,38.5,Team 1,71%,29%,33%,67%,64%,36%,201611MiamiLosAngeles,201611LosAngelesMiami,400,2016,11,True,Miami,LosAngeles,14.0,10.0,24.0
1048,2122,2016,11,True,NewEngland,SanFrancisco,,,Team 1,-12.0,51.5,Team 1,84%,16%,65%,35%,70%,30%,201611NewEnglandSanFrancisco,201611SanFranciscoNewEngland,402,2016,11,True,NewEngland,SanFrancisco,30.0,17.0,47.0
1049,2124,2016,11,True,Philadelphia,Seattle,,,Team 1,-6.5,43.0,Team 2,31%,69%,67%,33%,56%,44%,201611PhiladelphiaSeattle,201611SeattlePhiladelphia,404,2016,11,True,Philadelphia,Seattle,15.0,26.0,41.0
1050,2126,2016,11,True,GreenBay,Washington,,,Team 1,-3.0,48.5,Team 2,59%,41%,70%,30%,79%,21%,201611GreenBayWashington,201611WashingtonGreenBay,406,2016,11,True,GreenBay,Washington,24.0,42.0,66.0
1051,2128,2016,11,True,Houston,Oakland,-3.5,46.5,Team 2,-6.5,46.0,Team 2,32%,68%,65%,35%,44%,56%,201611HoustonOakland,201611OaklandHouston,408,2016,11,True,Houston,Oakland,20.0,27.0,47.0
1052,2130,2016,12,True,Minnesota,Detroit,,,Team 1,-1.5,42.0,Team 2,39%,61%,64%,36%,39%,61%,201612MinnesotaDetroit,201612DetroitMinnesota,410,2016,12,True,Minnesota,Detroit,13.0,16.0,29.0
1053,2132,2016,12,True,Washington,Dallas,-6.5,48.0,Team 2,-5.5,53.5,Team 2,39%,61%,69%,31%,64%,36%,201612WashingtonDallas,201612DallasWashington,412,2016,12,True,Washington,Dallas,26.0,31.0,57.0
1054,2134,2016,12,True,Pittsburgh,Indianapolis,,,Team 1,-8.5,49.5,Team 1,70%,30%,50%,50%,57%,43%,201612PittsburghIndianapolis,201612IndianapolisPittsburgh,414,2016,12,True,Pittsburgh,Indianapolis,28.0,7.0,35.0
1055,2136,2016,12,True,SanDiego,Houston,,,Team 1,-2.5,46.0,Team 1,61%,39%,78%,22%,38%,62%,201612SanDiegoHouston,201612HoustonSanDiego,430,2016,12,True,SanDiego,Houston,21.0,13.0,34.0
1056,2138,2016,12,True,Tennessee,Chicago,0.0,45.5,No Favorite,-6.5,42.0,Team 1,83%,17%,64%,36%,56%,44%,201612TennesseeChicago,201612ChicagoTennessee,416,2016,12,True,Tennessee,Chicago,27.0,21.0,48.0
1057,2140,2016,12,True,Jacksonville,Buffalo,-6.5,47.0,Team 2,-8.5,44.0,Team 2,39%,61%,79%,21%,26%,74%,201612JacksonvilleBuffalo,201612BuffaloJacksonville,418,2016,12,True,Jacksonville,Buffalo,21.0,28.0,49.0
1058,2142,2016,12,True,Cincinnati,Baltimore,,,Team 1,-3.5,42.0,Team 2,32%,68%,41%,59%,28%,72%,201612CincinnatiBaltimore,201612BaltimoreCincinnati,420,2016,12,True,Cincinnati,Baltimore,14.0,19.0,33.0
1059,2144,2016,12,True,Arizona,Atlanta,-4.0,51.0,Team 2,-4.0,49.0,Team 2,43%,57%,81%,19%,57%,43%,201612ArizonaAtlanta,201612AtlantaArizona,422,2016,12,True,Arizona,Atlanta,19.0,38.0,57.0
1060,2146,2016,12,True,SanFrancisco,Miami,,,Team 1,-7.0,45.0,Team 2,37%,63%,56%,44%,38%,62%,201612SanFranciscoMiami,201612MiamiSanFrancisco,428,2016,12,True,SanFrancisco,Miami,24.0,31.0,55.0
1061,2148,2016,12,True,LosAngeles,NewOrleans,,,Team 1,-8.0,45.0,Team 2,42%,58%,61%,39%,55%,45%,201612LosAngelesNewOrleans,201612NewOrleansLosAngeles,426,2016,12,True,LosAngeles,NewOrleans,21.0,49.0,70.0
1062,2150,2016,12,True,NYGiants,Cleveland,,,Team 1,-6.5,47.0,Team 1,78%,22%,75%,25%,81%,19%,201612NYGiantsCleveland,201612ClevelandNYGiants,424,2016,12,True,NYGiants,Cleveland,27.0,13.0,40.0
1063,2152,2016,12,True,Seattle,TampaBay,,,Team 1,-5.5,46.0,Team 1,74%,26%,78%,22%,62%,38%,201612SeattleTampaBay,201612TampaBaySeattle,432,2016,12,True,Seattle,TampaBay,5.0,14.0,19.0
1064,2154,2016,12,True,Carolina,Oakland,,,Team 1,-3.5,48.5,Team 2,41%,59%,87%,13%,65%,35%,201612CarolinaOakland,201612OaklandCarolina,434,2016,12,True,Carolina,Oakland,32.0,35.0,67.0
1065,2156,2016,12,True,KansasCity,Denver,,,Team 1,-3.5,40.0,Team 2,42%,58%,57%,43%,55%,45%,201612KansasCityDenver,201612DenverKansasCity,438,2016,12,True,KansasCity,Denver,30.0,27.0,57.0
1066,2158,2016,12,True,NewEngland,NYJets,-7.5,48.0,Team 1,-9.5,48.0,Team 1,77%,23%,68%,32%,75%,25%,201612NewEnglandNYJets,201612NYJetsNewEngland,436,2016,12,True,NewEngland,NYJets,22.0,17.0,39.0
1067,2160,2016,12,True,GreenBay,Philadelphia,-3.0,47.0,Team 2,-4.0,47.5,Team 2,56%,44%,75%,25%,75%,25%,201612GreenBayPhiladelphia,201612PhiladelphiaGreenBay,440,2016,12,True,GreenBay,Philadelphia,27.0,13.0,40.0
1068,2162,2016,13,True,Dallas,Minnesota,-2.5,43.5,Team 1,-3.0,43.5,Team 1,68%,32%,60%,40%,62%,38%,201613DallasMinnesota,201613MinnesotaDallas,442,2016,13,True,Dallas,Minnesota,17.0,15.0,32.0
1069,2164,2016,13,True,Denver,Jacksonville,,,Team 1,-3.5,38.5,Team 1,69%,31%,41%,59%,77%,23%,201613DenverJacksonville,201613JacksonvilleDenver,450,2016,13,True,Denver,Jacksonville,20.0,10.0,30.0
1070,2166,2016,13,True,KansasCity,Atlanta,-4.0,49.0,Team 2,-5.0,50.0,Team 2,47%,53%,72%,28%,82%,18%,201613KansasCityAtlanta,201613AtlantaKansasCity,444,2016,13,True,KansasCity,Atlanta,29.0,28.0,57.0
1071,2168,2016,13,True,Houston,GreenBay,,,Team 1,-7.0,44.5,Team 2,20%,80%,57%,43%,34%,66%,201613HoustonGreenBay,201613GreenBayHouston,452,2016,13,True,Houston,GreenBay,13.0,21.0,34.0
1072,2170,2016,13,True,Philadelphia,Cincinnati,,,Team 1,-1.5,42.0,Team 2,48%,52%,54%,46%,58%,42%,201613PhiladelphiaCincinnati,201613CincinnatiPhiladelphia,454,2016,13,True,Philadelphia,Cincinnati,14.0,32.0,46.0
1073,2172,2016,13,True,Detroit,NewOrleans,-5.0,54.0,Team 2,-6.5,53.5,Team 2,56%,44%,86%,14%,68%,32%,201613DetroitNewOrleans,201613NewOrleansDetroit,446,2016,13,True,Detroit,NewOrleans,28.0,13.0,41.0
1074,2174,2016,13,True,SanFrancisco,Chicago,,,Team 1,-1.0,44.0,Team 1,57%,43%,60%,40%,51%,49%,201613SanFranciscoChicago,201613ChicagoSanFrancisco,458,2016,13,True,SanFrancisco,Chicago,6.0,26.0,32.0
1075,2176,2016,13,True,LosAngeles,NewEngland,,,Team 1,-13.5,44.5,Team 2,28%,72%,49%,51%,29%,71%,201613LosAngelesNewEngland,201613NewEnglandLosAngeles,448,2016,13,True,LosAngeles,NewEngland,10.0,26.0,36.0
1076,2178,2016,13,True,Miami,Baltimore,,,Team 1,-3.5,41.5,Team 2,51%,49%,42%,58%,58%,42%,201613MiamiBaltimore,201613BaltimoreMiami,456,2016,13,True,Miami,Baltimore,6.0,38.0,44.0
1077,2180,2016,13,True,Buffalo,Oakland,,,Team 1,-3.0,49.0,Team 2,38%,62%,72%,28%,39%,61%,201613BuffaloOakland,201613OaklandBuffalo,460,2016,13,True,Buffalo,Oakland,24.0,38.0,62.0
1078,2182,2016,13,True,TampaBay,SanDiego,,,Team 1,-3.5,49.0,Team 2,48%,52%,82%,18%,70%,30%,201613TampaBaySanDiego,201613SanDiegoTampaBay,466,2016,13,True,TampaBay,SanDiego,28.0,21.0,49.0
1079,2184,2016,13,True,Washington,Arizona,,,Team 1,-2.5,48.5,Team 2,51%,49%,74%,26%,61%,39%,201613WashingtonArizona,201613ArizonaWashington,464,2016,13,True,Washington,Arizona,23.0,31.0,54.0
1080,2186,2016,13,True,NYGiants,Pittsburgh,,,Team 1,-6.5,49.5,Team 2,58%,42%,75%,25%,68%,32%,201613NYGiantsPittsburgh,201613PittsburghNYGiants,462,2016,13,True,NYGiants,Pittsburgh,14.0,24.0,38.0
1081,2188,2016,13,True,Carolina,Seattle,,,Team 1,-8.5,44.0,Team 2,49%,51%,62%,38%,51%,49%,201613CarolinaSeattle,201613SeattleCarolina,468,2016,13,True,Carolina,Seattle,7.0,40.0,47.0
1082,2190,2016,13,True,Indianapolis,NYJets,,,Team 1,-1.0,48.5,Team 2,61%,39%,54%,46%,64%,36%,201613IndianapolisNYJets,201613NYJetsIndianapolis,470,2016,13,True,Indianapolis,NYJets,41.0,10.0,51.0
1083,2192,2016,14,True,Oakland,KansasCity,-3.5,47.0,Team 2,-3.5,46.0,Team 2,49%,51%,51%,49%,63%,37%,201614OaklandKansasCity,201614KansasCityOakland,472,2016,14,True,Oakland,KansasCity,13.0,21.0,34.0
1084,2194,2016,14,True,Denver,Tennessee,-1.5,43.5,Team 2,-2.0,44.0,Team 2,60%,40%,60%,40%,68%,32%,201614DenverTennessee,201614TennesseeDenver,476,2016,14,True,Denver,Tennessee,10.0,13.0,23.0
1085,2196,2016,14,True,SanDiego,Carolina,-3.0,49.0,Team 2,-1.0,48.5,Team 2,41%,59%,82%,18%,33%,67%,201614SanDiegoCarolina,201614CarolinaSanDiego,482,2016,14,True,SanDiego,Carolina,16.0,28.0,44.0
1086,2198,2016,14,True,Houston,Indianapolis,-4.5,46.5,Team 2,-6.5,47.5,Team 2,49%,51%,65%,35%,53%,47%,201614HoustonIndianapolis,201614IndianapolisHouston,488,2016,14,True,Houston,Indianapolis,22.0,17.0,39.0
1087,2200,2016,14,True,Cincinnati,Cleveland,-4.0,44.0,Team 1,-5.0,41.5,Team 1,70%,30%,39%,61%,55%,45%,201614CincinnatiCleveland,201614ClevelandCincinnati,484,2016,14,True,Cincinnati,Cleveland,23.0,10.0,33.0
1088,2202,2016,14,True,Pittsburgh,Buffalo,-1.5,47.5,Team 1,-2.0,45.5,Team 1,66%,34%,49%,51%,80%,20%,201614PittsburghBuffalo,201614BuffaloPittsburgh,474,2016,14,True,Pittsburgh,Buffalo,27.0,20.0,47.0
1089,2204,2016,14,True,Arizona,Miami,-2.5,44.0,Team 2,-2.0,44.0,Team 1,62%,38%,76%,24%,55%,45%,201614ArizonaMiami,201614MiamiArizona,480,2016,14,True,Arizona,Miami,23.0,26.0,49.0
1090,2206,2016,14,True,Chicago,Detroit,-7.0,44.0,Team 2,-7.5,42.0,Team 2,25%,75%,69%,31%,22%,78%,201614ChicagoDetroit,201614DetroitChicago,486,2016,14,True,Chicago,Detroit,17.0,20.0,37.0
1091,2208,2016,14,True,Minnesota,Jacksonville,-3.0,40.0,Team 1,-3.5,38.0,Team 1,75%,25%,27%,73%,75%,25%,201614MinnesotaJacksonville,201614JacksonvilleMinnesota,490,2016,14,True,Minnesota,Jacksonville,25.0,16.0,41.0
1092,2210,2016,14,True,NewOrleans,TampaBay,0.0,51.0,No Favorite,-2.0,52.0,Team 2,34%,66%,84%,16%,32%,68%,201614NewOrleansTampaBay,201614TampaBayNewOrleans,494,2016,14,True,NewOrleans,TampaBay,11.0,16.0,27.0
1093,2212,2016,14,True,Washington,Philadelphia,-1.0,47.5,Team 1,-2.5,48.5,Team 1,75%,25%,75%,25%,65%,35%,201614WashingtonPhiladelphia,201614PhiladelphiaWashington,478,2016,14,True,Washington,Philadelphia,27.0,22.0,49.0
1094,2214,2016,14,True,NYJets,SanFrancisco,-1.0,46.5,Team 2,-3.0,43.0,Team 2,44%,56%,37%,63%,53%,47%,201614NYJetsSanFrancisco,201614SanFranciscoNYJets,492,2016,14,True,NYJets,SanFrancisco,23.0,17.0,40.0
1095,2216,2016,14,True,Seattle,GreenBay,-2.5,46.5,Team 1,-3.0,47.0,Team 1,39%,61%,42%,58%,38%,62%,201614SeattleGreenBay,201614GreenBaySeattle,498,2016,14,True,Seattle,GreenBay,10.0,38.0,48.0
1096,2218,2016,14,True,Atlanta,LosAngeles,-4.5,46.0,Team 1,-5.0,44.0,Team 1,67%,33%,60%,40%,75%,25%,201614AtlantaLosAngeles,201614LosAngelesAtlanta,496,2016,14,True,Atlanta,LosAngeles,42.0,14.0,56.0
1097,2220,2016,14,True,Dallas,NYGiants,-2.5,47.5,Team 1,-3.5,47.0,Team 1,54%,46%,67%,33%,42%,58%,201614DallasNYGiants,201614NYGiantsDallas,500,2016,14,True,Dallas,NYGiants,7.0,10.0,17.0
1098,2222,2016,14,True,Baltimore,NewEngland,-9.0,44.5,Team 2,-6.0,45.5,Team 2,48%,52%,55%,45%,50%,50%,201614BaltimoreNewEngland,201614NewEnglandBaltimore,502,2016,14,True,Baltimore,NewEngland,23.0,30.0,53.0
1099,2224,2016,15,True,LosAngeles,Seattle,-12.5,40.0,Team 2,-15.5,39.5,Team 2,38%,62%,62%,38%,46%,54%,201615LosAngelesSeattle,201615SeattleLosAngeles,504,2016,15,True,LosAngeles,Seattle,3.0,24.0,27.0
1100,2226,2016,15,True,Miami,NYJets,-3.0,41.0,Team 1,-2.5,39.5,Team 1,66%,34%,46%,54%,52%,48%,201615MiamiNYJets,201615NYJetsMiami,506,2016,15,True,Miami,NYJets,34.0,13.0,47.0
1101,2228,2016,15,True,TampaBay,Dallas,,,Team 1,-7.0,47.5,Team 2,54%,46%,56%,44%,64%,36%,201615TampaBayDallas,201615DallasTampaBay,532,2016,15,True,TampaBay,Dallas,20.0,26.0,46.0
1102,2230,2016,15,True,Detroit,NYGiants,,,Team 1,-4.0,42.0,Team 2,49%,51%,53%,47%,64%,36%,201615DetroitNYGiants,201615NYGiantsDetroit,518,2016,15,True,Detroit,NYGiants,6.0,17.0,23.0
1103,2232,2016,15,True,Philadelphia,Baltimore,-6.0,41.5,Team 2,-5.0,41.0,Team 2,21%,79%,52%,48%,23%,77%,201615PhiladelphiaBaltimore,201615BaltimorePhiladelphia,514,2016,15,True,Philadelphia,Baltimore,26.0,27.0,53.0
1104,2234,2016,15,True,GreenBay,Chicago,,,Team 1,-4.5,40.0,Team 1,79%,21%,38%,62%,72%,28%,201615GreenBayChicago,201615ChicagoGreenBay,508,2016,15,True,GreenBay,Chicago,30.0,27.0,57.0
1105,2236,2016,15,True,Indianapolis,Minnesota,,,Team 1,-5.0,45.0,Team 2,44%,56%,54%,46%,58%,42%,201615IndianapolisMinnesota,201615MinnesotaIndianapolis,520,2016,15,True,Indianapolis,Minnesota,34.0,6.0,40.0
1106,2238,2016,15,True,Cleveland,Buffalo,-10.0,44.0,Team 2,-10.5,43.0,Team 2,33%,67%,39%,61%,25%,75%,201615ClevelandBuffalo,201615BuffaloCleveland,512,2016,15,True,Cleveland,Buffalo,13.0,33.0,46.0
1107,2240,2016,15,True,Tennessee,KansasCity,,,Team 1,-6.0,43.0,Team 2,42%,58%,43%,57%,44%,56%,201615TennesseeKansasCity,201615KansasCityTennessee,516,2016,15,True,Tennessee,KansasCity,19.0,17.0,36.0
1108,2242,2016,15,True,Jacksonville,Houston,,,Team 1,-3.5,39.5,Team 2,27%,73%,66%,34%,20%,80%,201615JacksonvilleHouston,201615HoustonJacksonville,510,2016,15,True,Jacksonville,Houston,20.0,21.0,41.0
1109,2244,2016,15,True,NewOrleans,Arizona,-2.5,50.0,Team 2,-3.0,48.5,Team 2,35%,65%,73%,27%,51%,49%,201615NewOrleansArizona,201615ArizonaNewOrleans,524,2016,15,True,NewOrleans,Arizona,48.0,41.0,89.0
1110,2246,2016,15,True,SanFrancisco,Atlanta,,,Team 1,-14.0,51.5,Team 2,17%,83%,79%,21%,25%,75%,201615SanFranciscoAtlanta,201615AtlantaSanFrancisco,526,2016,15,True,SanFrancisco,Atlanta,13.0,41.0,54.0
1111,2248,2016,15,True,NewEngland,Denver,-3.0,44.0,Team 1,-3.0,43.5,Team 1,83%,17%,43%,57%,64%,36%,201615NewEnglandDenver,201615DenverNewEngland,528,2016,15,True,NewEngland,Denver,16.0,3.0,19.0
1112,2250,2016,15,True,Oakland,SanDiego,-2.5,51.0,Team 1,-2.5,50.0,Team 1,75%,25%,78%,22%,70%,30%,201615OaklandSanDiego,201615SanDiegoOakland,530,2016,15,True,Oakland,SanDiego,19.0,16.0,35.0
1113,2252,2016,15,True,Pittsburgh,Cincinnati,,,Team 1,-3.0,46.0,Team 1,72%,28%,56%,44%,79%,21%,201615PittsburghCincinnati,201615CincinnatiPittsburgh,522,2016,15,True,Pittsburgh,Cincinnati,24.0,20.0,44.0
1114,2254,2016,15,True,Carolina,Washington,,,Team 1,-7.0,51.0,Team 2,46%,54%,69%,31%,56%,44%,201615CarolinaWashington,201615WashingtonCarolina,534,2016,15,True,Carolina,Washington,26.0,15.0,41.0
1115,2256,2016,16,True,NYGiants,Philadelphia,,,Team 1,-1.0,42.5,Team 2,79%,21%,63%,37%,82%,18%,201616NYGiantsPhiladelphia,201616PhiladelphiaNYGiants,536,2016,16,True,NYGiants,Philadelphia,19.0,24.0,43.0
1116,2258,2016,16,True,Washington,Chicago,-4.0,47.0,Team 1,-3.0,49.0,Team 1,71%,29%,59%,41%,54%,46%,201616WashingtonChicago,201616ChicagoWashington,548,2016,16,True,Washington,Chicago,41.0,21.0,62.0
1117,2260,2016,16,True,Miami,Buffalo,-3.5,44.0,Team 2,-4.5,44.5,Team 2,43%,57%,57%,43%,65%,35%,201616MiamiBuffalo,201616BuffaloMiami,538,2016,16,True,Miami,Buffalo,34.0,31.0,65.0
1118,2262,2016,16,True,TampaBay,NewOrleans,-3.5,52.5,Team 2,-3.0,53.0,Team 2,53%,47%,76%,24%,60%,40%,201616TampaBayNewOrleans,201616NewOrleansTampaBay,554,2016,16,True,TampaBay,NewOrleans,24.0,31.0,55.0
1119,2264,2016,16,True,Atlanta,Carolina,-3.5,52.5,Team 1,-3.0,49.0,Team 1,64%,36%,62%,38%,36%,64%,201616AtlantaCarolina,201616CarolinaAtlanta,550,2016,16,True,Atlanta,Carolina,33.0,16.0,49.0
1120,2266,2016,16,True,Minnesota,GreenBay,-6.5,43.5,Team 2,-6.5,44.5,Team 2,22%,78%,64%,36%,21%,79%,201616MinnesotaGreenBay,201616GreenBayMinnesota,544,2016,16,True,Minnesota,GreenBay,25.0,38.0,63.0
1121,2268,2016,16,True,NYJets,NewEngland,-16.5,44.5,Team 2,-17.0,45.0,Team 2,40%,60%,51%,49%,50%,50%,201616NYJetsNewEngland,201616NewEnglandNYJets,540,2016,16,True,NYJets,NewEngland,3.0,41.0,44.0
1122,2270,2016,16,True,Tennessee,Jacksonville,-4.0,44.5,Team 1,-4.5,44.0,Team 1,79%,21%,73%,27%,85%,15%,201616TennesseeJacksonville,201616JacksonvilleTennessee,542,2016,16,True,Tennessee,Jacksonville,17.0,38.0,55.0
1123,2272,2016,16,True,SanDiego,Cleveland,-6.5,45.5,Team 1,-5.0,45.5,Team 1,76%,24%,52%,48%,44%,56%,201616SanDiegoCleveland,201616ClevelandSanDiego,546,2016,16,True,SanDiego,Cleveland,17.0,20.0,37.0
1124,2274,2016,16,True,Indianapolis,Oakland,-3.5,52.5,Team 2,-3.5,52.5,Team 2,44%,56%,74%,26%,44%,56%,201616IndianapolisOakland,201616OaklandIndianapolis,552,2016,16,True,Indianapolis,Oakland,25.0,33.0,58.0
1125,2276,2016,16,True,SanFrancisco,LosAngeles,-3.0,41.0,Team 2,-6.0,39.5,Team 2,36%,64%,60%,40%,52%,48%,201616SanFranciscoLosAngeles,201616LosAngelesSanFrancisco,558,2016,16,True,SanFrancisco,LosAngeles,22.0,21.0,43.0
1126,2278,2016,16,True,Arizona,Seattle,-6.5,44.0,Team 2,-9.0,43.5,Team 2,38%,62%,72%,28%,23%,77%,201616ArizonaSeattle,201616SeattleArizona,556,2016,16,True,Arizona,Seattle,34.0,31.0,65.0
1127,2280,2016,16,True,Cincinnati,Houston,-3.5,41.0,Team 2,-3.0,41.5,Team 2,39%,61%,53%,47%,42%,58%,201616CincinnatiHouston,201616HoustonCincinnati,560,2016,16,True,Cincinnati,Houston,10.0,12.0,22.0
1128,2282,2016,16,True,Baltimore,Pittsburgh,-3.5,44.5,Team 2,-5.5,46.5,Team 2,46%,54%,66%,34%,31%,69%,201616BaltimorePittsburgh,201616PittsburghBaltimore,562,2016,16,True,Baltimore,Pittsburgh,27.0,31.0,58.0
1129,2284,2016,16,True,Denver,KansasCity,-3.5,38.0,Team 2,-3.5,38.0,Team 2,30%,70%,54%,46%,50%,50%,201616DenverKansasCity,201616KansasCityDenver,564,2016,16,True,Denver,KansasCity,10.0,33.0,43.0
1130,2286,2016,16,True,Detroit,Dallas,-7.0,41.5,Team 2,-6.5,46.5,Team 2,54%,46%,61%,39%,63%,37%,201616DetroitDallas,201616DallasDetroit,566,2016,16,True,Detroit,Dallas,21.0,42.0,63.0
1131,2288,2016,17,True,Houston,Tennessee,-3.0,41.0,Team 2,-3.0,41.0,Team 2,47%,53%,34%,66%,66%,34%,201617HoustonTennessee,201617TennesseeHouston,570,2016,17,True,Houston,Tennessee,17.0,24.0,41.0
