,index,Season,Week,Include,Team 1,Team 2,Spread Open,Spread Close,Spread Consensus Team 1,Spread Consensus Team 2,O/U Open,O/U Close,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2
171,342,2019,4,True,Jacksonville,Denver,38.0,37,37%,63%,-3.5,-2.5,49%,51%,37%,63%,20194JacksonvilleDenver,20194DenverJacksonville
172,344,2019,4,True,Dallas,NewOrleans,-1.5,-2.5,68%,32%,45.0,47.5,54%,46%,67%,33%,20194DallasNewOrleans,20194NewOrleansDallas
173,346,2019,4,True,Cincinnati,Pittsburgh,43.5,45,48%,52%,-4.5,-3.5,57%,43%,34%,66%,20194CincinnatiPittsburgh,20194PittsburghCincinnati
174,348,2019,5,True,LARams,Seattle,-1.5,48.5,49%,51%,48.0,-1.5,41%,59%,46%,54%,20195LARamsSeattle,20195SeattleLARams
175,350,2019,5,True,Baltimore,Pittsburgh,-3,-3,44%,56%,42.5,44,80%,20%,53%,47%,20195BaltimorePittsburgh,20195PittsburghBaltimore
176,352,2019,5,True,Chicago,Oakland,-6,-6.5,74%,26%,41.0,40,27%,73%,78%,22%,20195ChicagoOakland,20195OaklandChicago
177,354,2019,5,True,Arizona,Cincinnati,48.5,46.5,54%,46%,-4,-3,76%,24%,75%,25%,20195ArizonaCincinnati,20195CincinnatiArizona
178,356,2019,5,True,Jacksonville,Carolina,42.0,41,33%,67%,-3,-3,35%,65%,45%,55%,20195JacksonvilleCarolina,20195CarolinaJacksonville
179,358,2019,5,True,Minnesota,NYGiants,-5.5,-6,68%,32%,46.0,43.5,52%,48%,73%,27%,20195MinnesotaNYGiants,20195NYGiantsMinnesota
180,360,2019,5,True,NewEngland,Washington,-13,-16.5,77%,23%,47.5,42,59%,41%,96%,4%,20195NewEnglandWashington,20195WashingtonNewEngland
181,362,2019,5,True,NYJets,Philadelphia,44.5,43,34%,66%,-13,-14,50%,50%,14%,86%,20195NYJetsPhiladelphia,20195PhiladelphiaNYJets
182,364,2019,5,True,TampaBay,NewOrleans,,46.5,53%,47%,,-3,62%,38%,9%,91%,20195TampaBayNewOrleans,20195NewOrleansTampaBay
183,366,2019,5,True,Atlanta,Houston,,50,44%,56%,,-4,77%,23%,34%,66%,20195AtlantaHouston,20195HoustonAtlanta
184,368,2019,5,True,Buffalo,Tennessee,,39,52%,48%,,-3,39%,61%,64%,36%,20195BuffaloTennessee,20195TennesseeBuffalo
185,370,2019,5,True,Denver,LAChargers,,45.5,51%,49%,,-4.5,45%,55%,44%,56%,20195DenverLAChargers,20195LAChargersDenver
186,372,2019,5,True,GreenBay,Dallas,,46.5,54%,46%,,-3.5,73%,27%,59%,41%,20195GreenBayDallas,20195DallasGreenBay
187,374,2019,5,True,Indianapolis,KansasCity,,55.5,30%,70%,,-11,64%,36%,15%,85%,20195IndianapolisKansasCity,20195KansasCityIndianapolis
188,376,2019,5,True,Cleveland,SanFrancisco,,48,56%,44%,,-5,69%,31%,53%,47%,20195ClevelandSanFrancisco,20195SanFranciscoCleveland
189,378,2019,6,True,NYGiants,NewEngland,46.5,43,30%,70%,-14,-17,64%,36%,8%,92%,20196NYGiantsNewEngland,20196NewEnglandNYGiants
190,380,2019,6,True,Carolina,TampaBay,PK,-2,52%,48%,46.0,47.5,43%,57%,64%,36%,20196CarolinaTampaBay,20196TampaBayCarolina
191,382,2019,6,True,Cincinnati,Baltimore,48.0,47,51%,49%,-8.5,-10.5,81%,19%,11%,89%,20196CincinnatiBaltimore,20196BaltimoreCincinnati
192,384,2019,6,True,Seattle,Cleveland,46.0,PK,57%,43%,-2.5,45.5,63%,37%,56%,44%,20196SeattleCleveland,20196ClevelandSeattle
193,386,2019,6,True,Houston,KansasCity,54.0,54.5,43%,57%,-8.5,-3.5,76%,24%,17%,83%,20196HoustonKansasCity,20196KansasCityHouston
194,388,2019,6,True,NewOrleans,Jacksonville,43.5,42.5,47%,53%,-1.5,-2.5,46%,54%,46%,54%,20196NewOrleansJacksonville,20196JacksonvilleNewOrleans
195,390,2019,6,True,Philadelphia,Minnesota,44.0,44.5,45%,55%,-3,-3.5,52%,48%,61%,39%,20196PhiladelphiaMinnesota,20196MinnesotaPhiladelphia
196,392,2019,6,True,Washington,Miami,-6.5,-6,46%,54%,41.0,42.5,83%,17%,78%,22%,20196WashingtonMiami,20196MiamiWashington
197,394,2019,6,True,SanFrancisco,LARams,48.5,50,28%,72%,-5,-3,53%,47%,63%,37%,20196SanFranciscoLARams,20196LARamsSanFrancisco
198,396,2019,6,True,Atlanta,Arizona,-2.5,-3,71%,29%,47.0,52.5,84%,16%,52%,48%,20196AtlantaArizona,20196ArizonaAtlanta
199,398,2019,6,True,Dallas,NYJets,-7,-7,63%,37%,45.0,43.5,63%,37%,91%,9%,20196DallasNYJets,20196NYJetsDallas
200,400,2019,6,True,Tennessee,Denver,PK,41,47%,53%,40.0,-1,23%,77%,47%,53%,20196TennesseeDenver,20196DenverTennessee
201,402,2019,6,True,Pittsburgh,LAChargers,43.5,42.5,32%,68%,-5.5,-6,65%,35%,28%,72%,20196PittsburghLAChargers,20196LAChargersPittsburgh
202,404,2019,6,True,Detroit,GreenBay,46.5,47,41%,59%,-5.5,-3.5,59%,41%,31%,69%,20196DetroitGreenBay,20196GreenBayDetroit
203,406,2019,7,True,KansasCity,Denver,,-3,69%,31%,,49.5,35%,65%,79%,21%,20197KansasCityDenver,20197DenverKansasCity
204,408,2019,7,True,Arizona,NYGiants,50.0,50,48%,52%,-3,-3.5,74%,26%,36%,64%,20197ArizonaNYGiants,20197NYGiantsArizona
205,410,2019,7,True,Houston,Indianapolis,,46.5,52%,48%,,-1.5,83%,17%,66%,34%,20197HoustonIndianapolis,20197IndianapolisHouston
206,412,2019,7,True,Miami,Buffalo,,42,69%,31%,,-17,57%,43%,23%,77%,20197MiamiBuffalo,20197BuffaloMiami
207,414,2019,7,True,Minnesota,Detroit,PK,-2.5,53%,47%,44.0,43.5,58%,42%,63%,37%,20197MinnesotaDetroit,20197DetroitMinnesota
208,416,2019,7,True,Oakland,GreenBay,,47.5,53%,47%,,-6,63%,37%,16%,84%,20197OaklandGreenBay,20197GreenBayOakland
209,418,2019,7,True,Jacksonville,Cincinnati,,-4.5,66%,34%,,44,54%,46%,58%,42%,20197JacksonvilleCincinnati,20197CincinnatiJacksonville
210,420,2019,7,True,LARams,Atlanta,,-3,68%,32%,,54.5,70%,30%,77%,23%,20197LARamsAtlanta,20197AtlantaLARams
211,422,2019,7,True,SanFrancisco,Washington,,-10,76%,24%,,39,31%,69%,87%,13%,20197SanFranciscoWashington,20197WashingtonSanFrancisco
212,424,2019,7,True,LAChargers,Tennessee,,42.5,56%,44%,,-2.5,59%,41%,57%,43%,20197LAChargersTennessee,20197TennesseeLAChargers
213,426,2019,7,True,Baltimore,Seattle,,48.5,46%,54%,,-3,79%,21%,16%,84%,20197BaltimoreSeattle,20197SeattleBaltimore
214,428,2019,7,True,NewOrleans,Chicago,,37,45%,55%,,-4.5,27%,73%,48%,52%,20197NewOrleansChicago,20197ChicagoNewOrleans
215,430,2019,7,True,Philadelphia,Dallas,,50,51%,49%,,-3,49%,51%,45%,55%,20197PhiladelphiaDallas,20197DallasPhiladelphia
216,432,2019,7,True,NewEngland,NYJets,-9.5,-9.5,56%,44%,43.5,43,62%,38%,81%,19%,20197NewEnglandNYJets,20197NYJetsNewEngland
217,434,2019,8,True,Washington,Minnesota,40.0,42,43%,57%,-14,-16.5,52%,48%,13%,87%,20198WashingtonMinnesota,20198MinnesotaWashington
218,436,2019,8,True,NYGiants,Detroit,48.5,49.5,43%,57%,-7.5,-6.5,63%,37%,7%,93%,20198NYGiantsDetroit,20198DetroitNYGiants
219,438,2019,8,True,TampaBay,Tennessee,47.0,45.5,59%,41%,-2.5,-1.5,68%,32%,38%,62%,20198TampaBayTennessee,20198TennesseeTampaBay
220,440,2019,8,True,LAChargers,Chicago,,41,39%,61%,,-3.5,63%,37%,31%,69%,20198LAChargersChicago,20198ChicagoLAChargers
221,442,2019,8,True,Seattle,Atlanta,-3.5,-7.5,69%,31%,54.0,49,45%,55%,77%,23%,20198SeattleAtlanta,20198AtlantaSeattle
222,444,2019,8,True,NYJets,Jacksonville,41.0,40,50%,50%,-4,-7,64%,36%,62%,38%,20198NYJetsJacksonville,20198JacksonvilleNYJets
223,446,2019,8,True,Philadelphia,Buffalo,41.5,39,62%,38%,-1.5,-1,46%,54%,49%,51%,20198PhiladelphiaBuffalo,20198BuffaloPhiladelphia
224,448,2019,8,True,Cincinnati,LARams,,48,25%,75%,,-11.5,75%,25%,9%,91%,20198CincinnatiLARams,20198LARamsCincinnati
225,450,2019,8,True,Arizona,NewOrleans,47.5,48.5,53%,47%,-7.5,-12.5,63%,37%,18%,82%,20198ArizonaNewOrleans,20198NewOrleansArizona
226,452,2019,8,True,Oakland,Houston,,52.5,30%,70%,,-5.5,75%,25%,30%,70%,20198OaklandHouston,20198HoustonOakland
227,454,2019,8,True,Carolina,SanFrancisco,,40.5,61%,39%,,-4,60%,40%,27%,73%,20198CarolinaSanFrancisco,20198SanFranciscoCarolina
228,456,2019,8,True,Denver,Indianapolis,,42,32%,68%,,-6,47%,53%,17%,83%,20198DenverIndianapolis,20198IndianapolisDenver
229,458,2019,8,True,Cleveland,NewEngland,46.5,43,29%,71%,-11,-10,42%,58%,17%,83%,20198ClevelandNewEngland,20198NewEnglandCleveland
230,460,2019,8,True,GreenBay,KansasCity,48.0,-5.5,64%,36%,-4,48,51%,49%,76%,24%,20198GreenBayKansasCity,20198KansasCityGreenBay
231,462,2019,8,True,Miami,Pittsburgh,,43.5,59%,41%,,-14,50%,50%,25%,75%,20198MiamiPittsburgh,20198PittsburghMiami
232,464,2019,9,True,SanFrancisco,Arizona,-7,-10,60%,40%,43.0,43.5,50%,50%,84%,16%,20199SanFranciscoArizona,20199ArizonaSanFrancisco
233,466,2019,9,True,Houston,Jacksonville,-3,46,52%,48%,47.0,-1,48%,52%,52%,48%,20199HoustonJacksonville,20199JacksonvilleHouston
234,468,2019,9,True,Washington,Buffalo,36.5,37,44%,56%,-10,-10.5,54%,46%,13%,87%,20199WashingtonBuffalo,20199BuffaloWashington
235,470,2019,9,True,Tennessee,Carolina,40.0,43,39%,61%,-4.5,-3.5,57%,43%,20%,80%,20199TennesseeCarolina,20199CarolinaTennessee
236,472,2019,9,True,Chicago,Philadelphia,45.0,41,39%,61%,-3,-5,57%,43%,20%,80%,20199ChicagoPhiladelphia,20199PhiladelphiaChicago
237,474,2019,9,True,Minnesota,KansasCity,46.0,-5.5,54%,46%,-3.5,45.5,66%,34%,67%,33%,20199MinnesotaKansasCity,20199KansasCityMinnesota
238,476,2019,9,True,NYJets,Miami,-6.5,-3.5,46%,54%,41.0,42.5,75%,25%,44%,56%,20199NYJetsMiami,20199MiamiNYJets
239,478,2019,9,True,Indianapolis,Pittsburgh,PK,39.5,57%,43%,43.5,-1,54%,46%,64%,36%,20199IndianapolisPittsburgh,20199PittsburghIndianapolis
240,480,2019,9,True,Detroit,Oakland,PK,51.5,42%,58%,51.0,-2.5,78%,22%,60%,40%,20199DetroitOakland,20199OaklandDetroit
241,482,2019,9,True,TampaBay,Seattle,53.5,51,33%,67%,-5.5,-4,67%,33%,27%,73%,20199TampaBaySeattle,20199SeattleTampaBay
242,484,2019,9,True,Cleveland,Denver,43.0,-4,77%,23%,-1,39,24%,76%,82%,18%,20199ClevelandDenver,20199DenverCleveland
243,486,2019,9,True,GreenBay,LAChargers,-4,-4,77%,23%,46.0,50,65%,35%,90%,10%,20199GreenBayLAChargers,20199LAChargersGreenBay
244,488,2019,9,True,NewEngland,Baltimore,-6.5,-3,71%,29%,46.5,44.5,66%,34%,66%,34%,20199NewEnglandBaltimore,20199BaltimoreNewEngland
245,490,2019,9,True,Dallas,NYGiants,-9,-6.5,67%,33%,47.0,48.5,60%,40%,85%,15%,20199DallasNYGiants,20199NYGiantsDallas
246,492,2019,10,True,LAChargers,Oakland,47.5,-1.5,59%,41%,-1.5,49,53%,47%,62%,38%,201910LAChargersOakland,201910OaklandLAChargers
247,494,2019,10,True,KansasCity,Tennessee,-3,-5.5,66%,34%,48.5,49,69%,31%,91%,9%,201910KansasCityTennessee,201910TennesseeKansasCity
248,496,2019,10,True,Buffalo,Cleveland,42.5,42,39%,61%,-2.5,-3,63%,37%,47%,53%,201910BuffaloCleveland,201910ClevelandBuffalo
249,498,2019,10,True,Arizona,TampaBay,54.0,51.5,64%,36%,-5.5,-5.5,85%,15%,26%,74%,201910ArizonaTampaBay,201910TampaBayArizona
250,500,2019,10,True,NYGiants,NYJets,41.0,-3,53%,47%,-1.5,43,72%,28%,42%,58%,201910NYGiantsNYJets,201910NYJetsNYGiants
251,502,2019,10,True,Atlanta,NewOrleans,50.0,51.5,48%,52%,-13,-13.5,84%,16%,8%,92%,201910AtlantaNewOrleans,201910NewOrleansAtlanta
252,504,2019,10,True,Baltimore,Cincinnati,-10,-10.5,51%,49%,46.0,44.5,64%,36%,95%,5%,201910BaltimoreCincinnati,201910CincinnatiBaltimore
253,506,2019,10,True,Carolina,GreenBay,48.0,49,33%,67%,-7,-5,80%,20%,24%,76%,201910CarolinaGreenBay,201910GreenBayCarolina
254,508,2019,10,True,Detroit,Chicago,44.0,38,36%,64%,-3.5,-6.5,30%,70%,27%,73%,201910DetroitChicago,201910ChicagoDetroit
255,510,2019,10,True,Miami,Indianapolis,44.0,44,65%,35%,-15.5,-11,85%,15%,31%,69%,201910MiamiIndianapolis,201910IndianapolisMiami
256,512,2019,10,True,LARams,Pittsburgh,-3.5,-4.5,68%,32%,45.5,43.5,69%,31%,65%,35%,201910LARamsPittsburgh,201910PittsburghLARams
257,514,2019,10,True,Minnesota,Dallas,45.5,48,47%,53%,-3,-3,71%,29%,47%,53%,201910MinnesotaDallas,201910DallasMinnesota
258,516,2019,10,True,Seattle,SanFrancisco,44.0,47,59%,41%,-6,-6.5,67%,33%,60%,40%,201910SeattleSanFrancisco,201910SanFranciscoSeattle
259,518,2019,11,True,Pittsburgh,Cleveland,41.5,41.5,54%,46%,-3,-3,63%,37%,54%,46%,201911PittsburghCleveland,201911ClevelandPittsburgh
260,520,2019,11,True,Dallas,Detroit,-2.5,-7,74%,26%,51.5,46.5,42%,58%,94%,6%,201911DallasDetroit,201911DetroitDallas
261,522,2019,11,True,NewOrleans,TampaBay,-5,-5.5,62%,38%,51.0,50.5,75%,25%,62%,38%,201911NewOrleansTampaBay,201911TampaBayNewOrleans
262,524,2019,11,True,Atlanta,Carolina,54.0,49,46%,54%,-7,-3.5,53%,47%,49%,51%,201911AtlantaCarolina,201911CarolinaAtlanta
263,526,2019,11,True,Jacksonville,Indianapolis,44.0,42,40%,60%,-3.5,-2.5,35%,65%,62%,38%,201911JacksonvilleIndianapolis,201911IndianapolisJacksonville
264,528,2019,11,True,Denver,Minnesota,38.5,40.5,25%,75%,-10.5,-10,32%,68%,10%,90%,201911DenverMinnesota,201911MinnesotaDenver
265,530,2019,11,True,NYJets,Washington,37.5,37.5,58%,42%,-1.5,-1.5,25%,75%,63%,37%,201911NYJetsWashington,201911WashingtonNYJets
266,532,2019,11,True,Buffalo,Miami,-7.5,-7,61%,39%,39.0,41.5,33%,67%,52%,48%,201911BuffaloMiami,201911MiamiBuffalo
267,534,2019,11,True,Houston,Baltimore,49.0,51.5,61%,39%,-5,-4.5,79%,21%,60%,40%,201911HoustonBaltimore,201911BaltimoreHouston
268,536,2019,11,True,Arizona,SanFrancisco,44.0,44,49%,51%,-14,-10,54%,46%,51%,49%,201911ArizonaSanFrancisco,201911SanFranciscoArizona
269,538,2019,11,True,NewEngland,Philadelphia,-3,-4.5,71%,29%,46.0,45,56%,44%,72%,28%,201911NewEnglandPhiladelphia,201911PhiladelphiaNewEngland
270,540,2019,11,True,Cincinnati,Oakland,48.0,48,51%,49%,-8,-13,48%,52%,26%,74%,201911CincinnatiOakland,201911OaklandCincinnati
271,542,2019,11,True,Chicago,LARams,42.0,40,37%,63%,-7.5,-5.5,49%,51%,38%,62%,201911ChicagoLARams,201911LARamsChicago
272,544,2019,11,True,KansasCity,LAChargers,-3,-6,59%,41%,49.0,53,65%,35%,72%,28%,201911KansasCityLAChargers,201911LAChargersKansasCity
273,546,2019,12,True,Indianapolis,Houston,46.5,46.5,43%,57%,-5.5,-3.5,72%,28%,19%,81%,201912IndianapolisHouston,201912HoustonIndianapolis
274,548,2019,12,True,Miami,Cleveland,45.0,46,46%,54%,-9,-10.5,82%,18%,18%,82%,201912MiamiCleveland,201912ClevelandMiami
275,550,2019,12,True,Denver,Buffalo,35.0,37,47%,53%,-5.5,-4,51%,49%,20%,80%,201912DenverBuffalo,201912BuffaloDenver
276,552,2019,12,True,Pittsburgh,Cincinnati,-7,-6,55%,45%,40.0,37,14%,86%,78%,22%,201912PittsburghCincinnati,201912CincinnatiPittsburgh
277,554,2019,12,True,NYGiants,Chicago,41.0,40.5,51%,49%,-7,-6,46%,54%,41%,59%,201912NYGiantsChicago,201912ChicagoNYGiants
278,556,2019,12,True,Oakland,NYJets,-3,-3.5,51%,49%,47.0,45,59%,41%,63%,37%,201912OaklandNYJets,201912NYJetsOakland
279,558,2019,12,True,Carolina,NewOrleans,48.0,46.5,43%,57%,-7,-10,71%,29%,5%,95%,201912CarolinaNewOrleans,201912NewOrleansCarolina
280,560,2019,12,True,TampaBay,Atlanta,54.5,51.5,33%,67%,-3,-3.5,76%,24%,11%,89%,201912TampaBayAtlanta,201912AtlantaTampaBay
281,562,2019,12,True,Detroit,Washington,-1.5,-4,72%,28%,41.0,39,24%,76%,52%,48%,201912DetroitWashington,201912WashingtonDetroit
282,564,2019,12,True,Jacksonville,Tennessee,41.0,42,51%,49%,-2.5,-4.5,57%,43%,58%,42%,201912JacksonvilleTennessee,201912TennesseeJacksonville
283,566,2019,12,True,Dallas,NewEngland,47.0,44.5,39%,61%,-7,-5.5,47%,53%,31%,69%,201912DallasNewEngland,201912NewEnglandDallas
284,568,2019,12,True,GreenBay,SanFrancisco,44.0,48,63%,37%,-3.5,-3,71%,29%,71%,29%,201912GreenBaySanFrancisco,201912SanFranciscoGreenBay
285,570,2019,12,True,Seattle,Philadelphia,49.0,-1.5,67%,33%,-3,46,46%,54%,64%,36%,201912SeattlePhiladelphia,201912PhiladelphiaSeattle
286,572,2019,12,True,Baltimore,LARams,PK,-3,64%,36%,49.0,47,63%,37%,71%,29%,201912BaltimoreLARams,201912LARamsBaltimore
287,574,2019,13,True,Chicago,Detroit,41.0,-5.5,71%,29%,-1.5,37,53%,47%,89%,11%,201913ChicagoDetroit,201913DetroitChicago
288,576,2019,13,True,Buffalo,Dallas,45.0,47,48%,52%,-7,-6.5,56%,44%,21%,79%,201913BuffaloDallas,201913DallasBuffalo
289,578,2019,13,True,NewOrleans,Atlanta,-5.5,-7,78%,22%,48.0,48,75%,25%,89%,11%,201913NewOrleansAtlanta,201913AtlantaNewOrleans
290,580,2019,13,True,GreenBay,NYGiants,-7.5,-6.5,84%,16%,47.0,43.5,63%,37%,95%,5%,201913GreenBayNYGiants,201913NYGiantsGreenBay
291,582,2019,13,True,Washington,Carolina,41.0,39,36%,64%,-9,-10.5,56%,44%,6%,94%,201913WashingtonCarolina,201913CarolinaWashington
292,584,2019,13,True,SanFrancisco,Baltimore,46.0,45,33%,67%,-4.5,-6,42%,58%,57%,43%,201913SanFranciscoBaltimore,201913BaltimoreSanFrancisco
293,586,2019,13,True,Tennessee,Indianapolis,42.0,-1,58%,42%,-3.5,42,76%,24%,43%,57%,201913TennesseeIndianapolis,201913IndianapolisTennessee
294,588,2019,13,True,Philadelphia,Miami,-7.5,-10,73%,27%,46.5,45,76%,24%,90%,10%,201913PhiladelphiaMiami,201913MiamiPhiladelphia
295,590,2019,13,True,Oakland,KansasCity,54.5,49.5,26%,74%,-8.5,-11,70%,30%,21%,79%,201913OaklandKansasCity,201913KansasCityOakland
296,592,2019,13,True,TampaBay,Jacksonville,49.0,-3,53%,47%,-4.5,46.5,78%,22%,54%,46%,201913TampaBayJacksonville,201913JacksonvilleTampaBay
297,594,2019,13,True,NYJets,Cincinnati,-3.5,-2.5,66%,34%,41.0,43,79%,21%,82%,18%,201913NYJetsCincinnati,201913CincinnatiNYJets
298,596,2019,13,True,LARams,Arizona,-3.5,-2.5,71%,29%,47.0,47.5,73%,27%,61%,39%,201913LARamsArizona,201913ArizonaLARams
299,598,2019,13,True,LAChargers,Denver,38.0,-4.5,70%,30%,-1.5,38.5,40%,60%,71%,29%,201913LAChargersDenver,201913DenverLAChargers
300,600,2019,13,True,Cleveland,Pittsburgh,40.5,-1,56%,44%,-3,40,44%,56%,48%,52%,201913ClevelandPittsburgh,201913PittsburghCleveland
301,602,2019,13,True,NewEngland,Houston,-4.5,-3.5,66%,34%,44.5,47,46%,54%,76%,24%,201913NewEnglandHouston,201913HoustonNewEngland
302,604,2019,13,True,Minnesota,Seattle,49.0,48.5,33%,67%,-3,-3,49%,51%,25%,75%,201913MinnesotaSeattle,201913SeattleMinnesota
303,606,2019,14,True,Dallas,Chicago,-3,-3,71%,29%,225.5,43,40%,60%,78%,22%,201914DallasChicago,201914ChicagoDallas
304,608,2019,14,True,Baltimore,Buffalo,-7,-6.5,61%,39%,43.0,44,63%,37%,72%,28%,201914BaltimoreBuffalo,201914BuffaloBaltimore
305,610,2019,14,True,Washington,GreenBay,42.0,42,45%,55%,-14.5,-13,80%,20%,4%,96%,201914WashingtonGreenBay,201914GreenBayWashington
306,612,2019,14,True,Denver,Houston,0.5,42.5,51%,49%,-7.5,-8,41%,59%,13%,87%,201914DenverHouston,201914HoustonDenver
307,614,2019,14,True,SanFrancisco,NewOrleans,45.5,45,55%,45%,-3,-1.5,69%,31%,60%,40%,201914SanFranciscoNewOrleans,201914NewOrleansSanFrancisco
308,616,2019,14,True,Cincinnati,Cleveland,43.0,43.5,45%,55%,-10.5,-6.5,60%,40%,31%,69%,201914CincinnatiCleveland,201914ClevelandCincinnati
309,618,2019,14,True,Carolina,Atlanta,48.5,48,41%,59%,-1,-3.5,61%,39%,33%,67%,201914CarolinaAtlanta,201914AtlantaCarolina
310,620,2019,14,True,Detroit,Minnesota,42.5,44,33%,67%,-14,-12.5,78%,22%,9%,91%,201914DetroitMinnesota,201914MinnesotaDetroit
311,622,2019,14,True,Miami,NYJets,44.0,47,55%,45%,-7.5,-5,79%,21%,59%,41%,201914MiamiNYJets,201914NYJetsMiami
312,624,2019,14,True,Indianapolis,TampaBay,50.5,46.5,51%,49%,-1,-3,69%,31%,53%,47%,201914IndianapolisTampaBay,201914TampaBayIndianapolis
313,626,2019,14,True,LAChargers,Jacksonville,-1,-3.5,67%,33%,44.5,42,51%,49%,56%,44%,201914LAChargersJacksonville,201914JacksonvilleLAChargers
314,628,2019,14,True,KansasCity,NewEngland,50.5,49,37%,63%,-4,-3,73%,27%,48%,52%,201914KansasCityNewEngland,201914NewEnglandKansasCity
315,630,2019,14,True,Pittsburgh,Arizona,PK,-2,51%,49%,45.5,43.5,67%,33%,54%,46%,201914PittsburghArizona,201914ArizonaPittsburgh
316,632,2019,14,True,Tennessee,Oakland,PK,-3,52%,48%,46.5,47,61%,39%,53%,47%,201914TennesseeOakland,201914OaklandTennessee
317,634,2019,14,True,Seattle,LARams,-3,PK,56%,44%,46.5,48,66%,34%,51%,49%,201914SeattleLARams,201914LARamsSeattle
318,636,2019,14,True,NYGiants,Philadelphia,46.5,45,52%,48%,-8,-9,35%,65%,26%,74%,201914NYGiantsPhiladelphia,201914PhiladelphiaNYGiants
319,638,2019,15,True,NYJets,Baltimore,44.0,44,54%,46%,-14,-17,72%,28%,8%,92%,201915NYJetsBaltimore,201915BaltimoreNYJets
320,640,2019,15,True,TampaBay,Detroit,-4,-6,58%,42%,47.5,46,82%,18%,81%,19%,201915TampaBayDetroit,201915DetroitTampaBay
321,642,2019,15,True,Philadelphia,Washington,-6,-6.5,53%,47%,40.0,38.5,56%,44%,71%,29%,201915PhiladelphiaWashington,201915WashingtonPhiladelphia
322,644,2019,15,True,Chicago,GreenBay,41.0,41,49%,51%,-7,-4.5,56%,44%,27%,73%,201915ChicagoGreenBay,201915GreenBayChicago
323,646,2019,15,True,NewEngland,Cincinnati,-10.5,-10.5,81%,19%,40.0,42,46%,54%,99%,1%,201915NewEnglandCincinnati,201915CincinnatiNewEngland
324,648,2019,15,True,Houston,Tennessee,47.5,50.5,42%,58%,-1.5,-3,77%,23%,32%,68%,201915HoustonTennessee,201915TennesseeHouston
325,650,2019,15,True,Seattle,Carolina,-4.5,-6,76%,24%,48.5,49,56%,44%,76%,24%,201915SeattleCarolina,201915CarolinaSeattle
326,652,2019,15,True,Denver,KansasCity,46.5,43,59%,41%,-13,-9.5,40%,60%,29%,71%,201915DenverKansasCity,201915KansasCityDenver
327,654,2019,15,True,Miami,NYGiants,48.0,46.5,53%,47%,-3.5,-3.5,58%,42%,33%,67%,201915MiamiNYGiants,201915NYGiantsMiami
328,656,2019,15,True,Buffalo,Pittsburgh,37.0,37,64%,36%,-1,-1,63%,37%,83%,17%,201915BuffaloPittsburgh,201915PittsburghBuffalo
329,658,2019,15,True,Jacksonville,Oakland,44.5,46.5,42%,58%,-4.5,-7,75%,25%,35%,65%,201915JacksonvilleOakland,201915OaklandJacksonville
330,660,2019,15,True,Cleveland,Arizona,-2.5,-3,71%,29%,47.0,49,83%,17%,63%,37%,201915ClevelandArizona,201915ArizonaCleveland
331,662,2019,15,True,Atlanta,SanFrancisco,45.5,49.5,34%,66%,-11.5,-10,47%,53%,10%,90%,201915AtlantaSanFrancisco,201915SanFranciscoAtlanta
332,664,2019,15,True,LARams,Dallas,47.0,-1,79%,21%,-4,48.5,71%,29%,56%,44%,201915LARamsDallas,201915DallasLARams
333,666,2019,15,True,Minnesota,LAChargers,-3,-1.5,68%,32%,46.0,45,65%,35%,62%,38%,201915MinnesotaLAChargers,201915LAChargersMinnesota
334,668,2019,15,True,Indianapolis,NewOrleans,44.0,49.5,41%,59%,-9,-8.5,77%,23%,6%,94%,201915IndianapolisNewOrleans,201915NewOrleansIndianapolis
335,670,2019,16,True,LARams,SanFrancisco,PK,45.5,33%,67%,46.5,-7,67%,33%,15%,85%,201916LARamsSanFrancisco,201916SanFranciscoLARams
336,672,2019,16,True,Buffalo,NewEngland,38.5,39,52%,48%,-7,-6.5,51%,49%,57%,43%,201916BuffaloNewEngland,201916NewEnglandBuffalo
337,674,2019,16,True,Houston,TampaBay,53.0,-3,70%,30%,-1,50.5,67%,33%,79%,21%,201916HoustonTampaBay,201916TampaBayHouston
338,676,2019,16,True,Detroit,Denver,PK,40,34%,66%,37.5,-8,47%,53%,9%,91%,201916DetroitDenver,201916DenverDetroit
339,678,2019,16,True,Oakland,LAChargers,47.0,45,41%,59%,-6.5,-7.5,65%,35%,83%,17%,201916OaklandLAChargers,201916LAChargersOakland
340,680,2019,16,True,Jacksonville,Atlanta,46.0,48,44%,56%,-7,-7.5,80%,20%,33%,67%,201916JacksonvilleAtlanta,201916AtlantaJacksonville
341,682,2019,16,True,NewOrleans,Tennessee,-1.5,-3,70%,30%,51.0,49,45%,55%,89%,11%,201916NewOrleansTennessee,201916TennesseeNewOrleans
342,684,2019,16,True,NYGiants,Washington,43.0,-1,43%,57%,-3,42.5,90%,10%,42%,58%,201916NYGiantsWashington,201916WashingtonNYGiants
343,686,2019,16,True,Pittsburgh,NYJets,-3,-3,36%,64%,38.5,36.5,39%,61%,79%,21%,201916PittsburghNYJets,201916NYJetsPittsburgh
344,688,2019,16,True,Cincinnati,Miami,45.5,-1.5,53%,47%,-3,45.5,57%,43%,45%,55%,201916CincinnatiMiami,201916MiamiCincinnati
